record_id,date,region,sales_channel,customer_segment,product_category,revenue,units_sold,cost_of_goods,marketing_spend,customer_acquisition_cost,profit_margin,return_rate
7641,2021-12-28,West,Mobile App,Premium,Sports,2711.76,9,305.25,608.44,29.48,0.253,0.054
7642,2021-01-26,South,Online,Premium,Automotive,4811.43,14,2593.8,836.61,143.99,0.154,0.064
7643,2022-03-15,South,Online,Premium,Books,4621.07,38,2162.55,937.59,188.54,0.329,0.088
7644,2023-05-09,West,In-Store,Premium,Electronics,5108.25,24,4963.61,515.12,149.54,0.101,0.115
7645,2021-04-05,Central,Online,Premium,Food,1616.93,12,1893.14,976.5,156.73,0.172,0.099
7646,2020-09-19,West,Online,Basic,Sports,676.16,12,2317.5,877.7,172.42,0.491,0.031
7647,2020-06-10,Central,In-Store,Regular,Beauty,1069.25,82,4486.0,102.32,106.91,0.378,0.095
7648,2021-09-05,South,Phone,Basic,Home,1657.88,27,2415.58,577.57,138.65,0.441,0.055
7649,2020-02-21,East,Phone,Basic,Home,4226.55,68,1919.07,53.56,109.29,0.239,0.039
7650,2023-09-23,West,Online,Premium,Electronics,7504.58,55,1973.72,98.01,91.93,0.123,0.045
7651,2020-10-17,South,Online,Basic,Electronics,5724.42,35,771.83,881.85,56.39,0.11,0.039
7652,2023-08-11,East,Mobile App,Premium,Garden,1258.85,88,2364.46,676.48,44.29,0.387,0.079
7653,2022-05-23,Central,Online,Premium,Books,1600.02,81,4103.86,739.56,180.15,0.35,0.114
7654,2020-11-06,West,Mobile App,Premium,Electronics,5636.37,78,3492.97,934.7,181.1,0.205,0.12
7655,2023-12-09,West,Phone,Regular,Sports,1555.05,41,3245.86,994.67,188.28,0.364,0.133
7656,2020-08-26,South,Mobile App,Regular,Electronics,8523.93,63,2998.31,868.1,183.17,0.457,0.105
7657,2020-08-11,Central,Mobile App,Premium,Electronics,6380.83,41,4780.93,553.18,31.12,0.488,0.058
7658,2022-10-22,West,Mobile App,Regular,Food,6450.51,69,459.51,461.81,153.15,0.364,0.034
7659,2022-06-24,Central,Mobile App,Premium,Automotive,5072.64,4,2827.38,508.27,131.65,0.346,0.061
7660,2022-06-28,South,Online,Premium,Food,6597.88,66,496.5,265.47,150.37,0.223,0.056
7661,2021-03-16,North,Mobile App,Basic,Food,6311.92,5,1267.08,382.64,35.29,0.339,0.089
7662,2020-01-29,Central,Phone,Basic,Garden,4796.12,76,2463.81,626.06,5.27,0.24,0.043
7663,2023-09-16,East,Mobile App,Regular,Sports,8255.6,64,489.07,831.08,12.04,0.413,0.105
7664,2021-03-25,North,Online,Regular,Automotive,3705.92,57,3586.18,979.1,72.59,0.167,0.124
7665,2022-03-15,Central,Online,Basic,Home,973.58,77,2605.35,897.18,167.67,0.344,0.09
7666,2020-09-16,West,Mobile App,Premium,Sports,7729.09,72,1084.29,974.28,98.0,0.421,0.12
7667,2020-04-08,North,In-Store,Regular,Automotive,6842.94,2,2940.1,638.3,195.39,0.438,0.143
7668,2021-12-12,Central,Online,Premium,Electronics,8821.12,50,2203.07,171.29,184.7,0.171,0.126
7669,2021-09-25,North,Online,Regular,Automotive,1980.82,88,4652.01,804.19,33.19,0.272,0.12
7670,2020-01-23,North,Phone,Regular,Toys,5837.59,89,1695.59,615.62,19.29,0.141,0.148
7671,2023-08-29,East,In-Store,Premium,Beauty,7347.69,4,4457.73,936.65,69.88,0.145,0.006
7672,2020-06-09,West,Online,Regular,Toys,837.88,52,3975.98,722.75,60.1,0.307,0.062
7673,2021-12-22,South,Phone,Premium,Automotive,1320.04,23,2680.15,773.06,157.45,0.47,0.009
7674,2020-05-02,South,In-Store,Regular,Beauty,4093.94,1,1327.76,238.37,161.62,0.218,0.006
7675,2021-09-18,North,Phone,Regular,Beauty,5618.1,11,849.01,241.03,103.17,0.37,0.004
7676,2021-11-23,South,Online,Basic,Electronics,1692.06,7,3009.07,415.54,190.08,0.363,0.022
7677,2020-08-29,West,In-Store,Basic,Food,7987.51,96,3298.64,691.3,6.44,0.472,0.139
7678,2021-08-02,Central,Phone,Basic,Clothing,5199.73,8,4860.57,661.9,99.27,0.385,0.023
7679,2023-12-05,North,Online,Premium,Garden,3975.84,46,1072.46,617.5,112.91,0.205,0.038
7680,2023-02-12,North,Mobile App,Regular,Toys,3694.21,6,3085.76,847.64,137.32,0.233,0.072
7681,2022-10-31,Central,In-Store,Basic,Home,3740.28,81,4475.02,455.81,36.75,0.332,0.06
7682,2020-07-19,West,Mobile App,Regular,Toys,4941.0,20,1141.11,844.72,37.61,0.479,0.094
7683,2021-06-06,West,Mobile App,Premium,Beauty,3831.97,80,612.81,297.71,134.46,0.294,0.143
7684,2022-09-24,East,In-Store,Regular,Clothing,3123.08,70,813.1,74.68,36.51,0.18,0.106
7685,2022-01-28,West,Online,Basic,Electronics,3936.73,57,4395.9,954.98,19.28,0.47,0.111
7686,2020-04-07,West,In-Store,Basic,Food,8157.59,54,796.25,236.99,56.9,0.131,0.08
7687,2023-12-03,North,In-Store,Premium,Food,8695.85,86,1906.45,780.74,66.81,0.283,0.016
7688,2023-08-20,South,In-Store,Premium,Toys,3184.0,45,3193.4,276.63,36.3,0.144,0.013
7689,2022-06-11,West,Mobile App,Premium,Beauty,7986.57,70,988.66,411.09,42.36,0.126,0.081
7690,2022-03-02,South,Online,Basic,Electronics,8722.22,43,4442.41,413.18,145.02,0.219,0.135
7691,2022-10-16,South,Mobile App,Regular,Home,3281.58,50,2117.06,24.84,20.65,0.106,0.108
7692,2020-08-05,Central,Phone,Regular,Clothing,3418.26,62,435.61,226.23,69.13,0.229,0.053
7693,2022-12-01,Central,In-Store,Basic,Garden,9448.07,99,86.54,306.73,163.75,0.207,0.083
7694,2020-03-16,South,Mobile App,Premium,Automotive,7939.97,35,3139.77,440.72,179.51,0.465,0.082
7695,2021-12-10,Central,Mobile App,Premium,Electronics,7690.72,99,3842.63,823.9,175.19,0.316,0.053
7696,2022-05-05,West,Online,Basic,Garden,4098.79,14,4686.32,113.95,146.05,0.156,0.064
7697,2023-11-14,Central,Mobile App,Regular,Automotive,4141.97,1,2854.14,546.79,44.66,0.256,0.027
7698,2021-07-11,South,Online,Premium,Toys,7822.55,1,2275.95,882.37,29.64,0.148,0.053
7699,2023-06-11,West,In-Store,Premium,Clothing,5424.33,39,909.39,475.47,190.93,0.182,0.026
7700,2023-07-03,Central,Phone,Basic,Beauty,2521.21,91,3297.22,452.32,30.24,0.17,0.074
7701,2021-02-05,North,Online,Basic,Books,6888.66,95,3684.21,618.36,151.15,0.257,0.012
7702,2022-03-28,South,Phone,Premium,Toys,2473.2,59,3388.78,40.95,43.13,0.253,0.136
7703,2021-03-30,South,Online,Basic,Garden,7209.67,31,1035.06,505.5,45.37,0.161,0.117
7704,2020-08-04,South,Mobile App,Regular,Automotive,4866.12,11,2272.86,418.27,61.08,0.275,0.008
7705,2023-03-29,East,Online,Regular,Beauty,9755.44,18,2709.48,331.84,148.29,0.331,0.068
7706,2022-02-12,North,In-Store,Regular,Beauty,9880.41,30,383.06,740.38,80.82,0.278,0.101
7707,2021-11-12,South,Mobile App,Basic,Beauty,6105.7,66,4189.58,316.99,181.89,0.253,0.133
7708,2021-05-13,South,Mobile App,Regular,Clothing,3692.82,100,4558.68,643.54,83.51,0.204,0.045
7709,2021-03-12,South,Online,Basic,Toys,8687.39,18,3786.05,284.9,59.42,0.475,0.054
7710,2023-10-06,North,In-Store,Premium,Electronics,9225.18,27,647.2,129.03,164.57,0.248,0.017
7711,2021-07-12,South,Online,Regular,Automotive,2439.9,82,1282.93,525.94,114.29,0.103,0.091
7712,2022-06-06,North,Mobile App,Regular,Food,5967.77,41,634.02,431.97,12.39,0.184,0.018
7713,2022-12-03,East,Phone,Regular,Food,2978.93,2,3533.92,749.93,193.79,0.452,0.056
7714,2020-07-17,Central,In-Store,Premium,Garden,3457.88,67,651.47,461.55,31.34,0.267,0.134
7715,2023-09-12,South,Mobile App,Regular,Toys,8162.53,85,1310.44,843.94,30.71,0.476,0.091
7716,2021-09-19,Central,In-Store,Premium,Food,4004.07,61,4198.44,262.0,27.47,0.215,0.028
7717,2021-06-03,North,Phone,Regular,Beauty,8791.96,33,910.98,117.16,147.31,0.341,0.098
7718,2020-07-10,South,Phone,Regular,Electronics,655.96,23,3715.76,614.58,109.83,0.271,0.087
7719,2020-07-02,East,In-Store,Premium,Automotive,524.95,76,3746.86,793.45,135.73,0.108,0.091
7720,2021-04-04,Central,In-Store,Basic,Electronics,4575.44,94,3627.11,74.28,120.23,0.219,0.002
7721,2023-02-05,West,Phone,Regular,Garden,7320.08,12,3055.96,691.67,49.73,0.173,0.083
7722,2023-11-27,West,In-Store,Basic,Garden,2953.55,29,2027.81,982.91,182.2,0.476,0.015
7723,2020-02-03,Central,Phone,Basic,Garden,1305.81,28,4626.19,505.02,76.13,0.346,0.054
7724,2022-09-06,North,Online,Regular,Books,3636.52,7,4822.14,303.64,133.97,0.406,0.071
7725,2021-11-07,East,Phone,Premium,Toys,1223.96,16,1875.0,971.65,162.22,0.339,0.012
7726,2020-12-24,West,Online,Basic,Garden,1029.68,100,1882.97,14.0,18.48,0.13,0.005
7727,2021-06-28,West,Online,Basic,Garden,2475.82,36,92.77,460.66,111.87,0.241,0.089
7728,2023-10-07,North,Mobile App,Basic,Toys,9236.92,31,2397.21,360.73,69.95,0.157,0.001
7729,2022-04-07,Central,Phone,Basic,Toys,3915.59,30,1937.43,126.93,7.31,0.48,0.13
7730,2021-07-05,Central,Online,Basic,Beauty,204.26,1,3980.41,988.27,149.1,0.49,0.106
7731,2023-04-27,West,Online,Basic,Electronics,1247.18,93,2227.9,853.03,139.64,0.249,0.005
7732,2023-12-30,Central,In-Store,Regular,Home,2785.54,89,581.2,95.91,185.06,0.472,0.038
7733,2021-09-19,South,In-Store,Basic,Beauty,9834.76,27,750.47,937.58,100.35,0.131,0.097
7734,2022-02-20,Central,Phone,Regular,Sports,9222.59,46,1164.86,687.91,39.34,0.36,0.016
7735,2022-08-26,Central,In-Store,Basic,Electronics,9575.58,51,4418.25,720.63,72.35,0.26,0.004
7736,2020-02-28,North,Phone,Basic,Automotive,9911.97,6,386.42,413.76,13.56,0.148,0.01
7737,2023-06-17,South,In-Store,Regular,Electronics,5267.45,49,1079.53,327.62,13.99,0.205,0.058
7738,2023-10-23,North,In-Store,Regular,Food,1453.27,73,3435.54,814.14,130.42,0.336,0.117
7739,2021-05-17,East,Mobile App,Basic,Sports,5792.6,79,1580.37,713.06,69.26,0.109,0.104
7740,2023-09-01,South,Phone,Premium,Sports,1200.69,9,2866.76,388.43,5.29,0.217,0.146
7741,2021-09-10,West,Online,Regular,Automotive,2425.72,34,3054.93,406.68,132.85,0.461,0.069
7742,2023-06-25,East,Online,Premium,Garden,6297.61,45,124.12,183.56,197.79,0.241,0.114
7743,2022-12-31,South,In-Store,Premium,Clothing,6538.7,86,244.3,80.97,43.43,0.4,0.007
7744,2021-07-11,South,In-Store,Basic,Books,414.19,85,3339.37,160.16,185.06,0.108,0.064
7745,2022-08-03,West,In-Store,Regular,Clothing,2812.16,53,1768.75,442.42,74.46,0.247,0.096
7746,2023-05-22,Central,Mobile App,Basic,Books,4935.05,9,4333.58,686.92,150.67,0.268,0.125
7747,2023-03-10,South,Phone,Premium,Garden,1305.42,28,96.49,181.1,115.07,0.492,0.121
7748,2020-08-12,South,Mobile App,Regular,Sports,3798.77,43,4278.17,32.33,94.61,0.199,0.057
7749,2023-10-05,North,Online,Basic,Food,8537.35,7,3409.28,956.26,196.54,0.113,0.139
7750,2023-12-08,West,In-Store,Basic,Beauty,7493.58,32,981.87,766.06,174.55,0.384,0.104
7751,2023-01-21,North,In-Store,Regular,Automotive,7503.29,67,4329.06,948.81,16.24,0.182,0.022
7752,2020-06-23,West,In-Store,Basic,Books,2862.23,39,1400.23,283.02,53.86,0.207,0.131
7753,2020-05-15,South,Online,Regular,Books,3851.76,76,2970.71,856.07,145.5,0.447,0.008
7754,2022-01-31,North,In-Store,Basic,Food,554.27,4,2794.39,562.03,152.15,0.335,0.132
7755,2023-07-01,East,Phone,Premium,Sports,1689.38,77,2196.4,749.4,111.55,0.266,0.08
7756,2020-10-31,North,In-Store,Regular,Toys,5821.24,4,373.79,970.69,62.6,0.317,0.101
7757,2021-05-09,North,In-Store,Basic,Garden,6425.09,74,251.55,313.31,175.22,0.321,0.044
7758,2020-06-13,East,Phone,Basic,Electronics,9710.27,93,3762.56,303.46,149.26,0.462,0.079
7759,2022-12-26,North,In-Store,Premium,Automotive,3315.25,97,3444.7,183.5,71.24,0.228,0.127
7760,2023-08-06,West,Mobile App,Basic,Electronics,7128.82,18,1381.37,266.24,81.25,0.411,0.088
7761,2022-01-08,East,Online,Basic,Beauty,1508.51,36,306.42,828.06,59.65,0.31,0.15
7762,2020-05-11,South,Online,Basic,Food,2591.39,79,2758.48,663.59,12.62,0.118,0.078
7763,2021-09-20,Central,Mobile App,Basic,Home,2211.67,52,3406.18,784.53,79.8,0.202,0.096
7764,2023-08-05,Central,Online,Regular,Automotive,8473.81,1,162.34,743.02,65.12,0.377,0.087
7765,2020-10-20,East,Phone,Premium,Sports,3695.59,54,2913.82,807.77,191.26,0.254,0.108
7766,2020-02-05,South,Online,Premium,Sports,5529.21,63,4691.38,254.92,46.86,0.459,0.074
7767,2021-07-03,North,Online,Basic,Food,589.94,65,4299.71,892.58,37.49,0.162,0.012
7768,2023-10-30,East,Online,Basic,Beauty,4228.73,86,338.03,490.31,24.14,0.336,0.078
7769,2022-03-23,North,Phone,Basic,Books,1473.26,20,3716.38,369.32,168.44,0.222,0.067
7770,2021-12-02,East,In-Store,Basic,Sports,6016.28,42,4206.71,270.39,156.9,0.498,0.086
7771,2023-07-13,East,Mobile App,Regular,Electronics,8296.19,65,882.3,668.54,73.74,0.46,0.064
7772,2020-05-20,South,In-Store,Regular,Garden,5940.63,30,1671.86,137.59,135.33,0.237,0.067
7773,2020-11-25,Central,Mobile App,Premium,Automotive,2704.31,3,3946.39,200.27,36.95,0.496,0.069
7774,2020-01-30,North,In-Store,Premium,Clothing,3118.57,60,2438.33,85.43,65.95,0.176,0.076
7775,2021-12-27,North,In-Store,Basic,Electronics,8158.52,9,625.29,470.43,132.59,0.34,0.031
7776,2023-11-14,West,In-Store,Regular,Beauty,406.22,12,1426.19,821.67,169.89,0.132,0.082
7777,2021-11-29,West,Online,Basic,Garden,2557.49,89,3278.81,142.12,156.68,0.35,0.018
7778,2023-06-24,South,Mobile App,Premium,Food,5351.61,72,2677.12,786.3,33.02,0.241,0.004
7779,2021-02-06,Central,Phone,Regular,Food,2692.51,12,4906.55,182.29,155.37,0.198,0.012
7780,2020-07-23,South,Phone,Regular,Electronics,4992.96,24,3590.86,129.39,192.9,0.382,0.11
7781,2022-05-14,South,In-Store,Basic,Home,7496.08,92,1156.22,570.28,194.65,0.259,0.01
7782,2020-12-02,East,In-Store,Premium,Automotive,3830.45,47,4650.05,139.06,137.8,0.158,0.119
7783,2021-09-28,West,Phone,Basic,Food,6385.39,1,3320.07,583.48,107.18,0.227,0.009
7784,2021-07-12,Central,In-Store,Regular,Automotive,3149.47,34,3055.76,668.93,181.31,0.239,0.122
7785,2020-06-03,Central,Mobile App,Premium,Sports,8754.95,10,4225.26,504.91,186.3,0.104,0.035
7786,2020-02-10,North,Online,Premium,Electronics,2070.73,88,2096.21,830.26,64.07,0.178,0.023
7787,2022-10-19,South,Phone,Regular,Clothing,1033.43,18,4702.75,692.03,186.21,0.319,0.09
7788,2020-10-14,North,Online,Regular,Automotive,1890.74,98,3794.82,78.71,78.41,0.125,0.062
7789,2021-05-02,Central,Online,Premium,Garden,9984.56,51,2577.77,396.55,53.72,0.385,0.141
7790,2021-05-14,West,Phone,Premium,Food,7263.01,86,2693.84,285.59,78.62,0.209,0.051
7791,2022-11-17,North,Mobile App,Basic,Automotive,8104.94,10,1182.94,277.7,41.65,0.349,0.107
7792,2021-05-25,East,Mobile App,Basic,Automotive,5083.94,16,3256.48,994.38,22.51,0.137,0.142
7793,2022-09-20,North,Online,Premium,Sports,8215.82,23,4272.06,304.13,87.42,0.324,0.146
7794,2021-10-29,North,Phone,Regular,Garden,414.64,69,1120.13,761.49,190.27,0.431,0.137
7795,2022-10-05,Central,In-Store,Basic,Books,5482.91,91,3304.68,896.81,45.17,0.453,0.089
7796,2021-12-11,South,Online,Premium,Beauty,1908.7,71,1396.18,882.05,176.58,0.184,0.023
7797,2022-04-17,Central,Online,Premium,Garden,9545.4,10,4535.9,658.01,93.34,0.151,0.066
7798,2020-10-18,South,Phone,Regular,Clothing,6895.4,17,4671.03,381.0,17.75,0.347,0.141
7799,2023-10-15,North,In-Store,Regular,Electronics,7298.61,23,3400.34,331.78,105.78,0.33,0.074
7800,2023-11-29,East,Mobile App,Regular,Automotive,458.06,86,885.1,383.91,88.94,0.222,0.144
7801,2020-07-11,North,Online,Premium,Food,5577.74,86,304.18,704.8,82.4,0.234,0.142
7802,2021-01-08,North,Phone,Regular,Sports,3351.51,19,3817.23,885.14,190.94,0.43,0.142
7803,2020-11-06,East,In-Store,Regular,Garden,6313.59,2,1836.02,798.48,33.93,0.349,0.05
7804,2022-10-04,South,Online,Regular,Automotive,2003.31,6,4447.54,564.01,168.79,0.359,0.05
7805,2023-03-28,South,Phone,Premium,Books,3503.36,74,1778.18,896.13,141.89,0.384,0.061
7806,2023-05-03,North,In-Store,Regular,Home,5712.09,33,415.38,505.47,190.23,0.251,0.149
7807,2022-08-13,North,Mobile App,Premium,Clothing,9820.77,66,2141.15,464.17,85.15,0.443,0.095
7808,2021-01-19,South,Mobile App,Premium,Beauty,9613.79,78,4155.55,136.43,62.21,0.125,0.033
7809,2021-06-15,Central,In-Store,Premium,Beauty,8281.52,96,3053.76,149.67,115.75,0.139,0.001
7810,2023-03-28,West,Mobile App,Regular,Sports,4403.75,18,1326.37,866.47,52.73,0.339,0.002
7811,2022-03-22,West,Online,Premium,Garden,9459.93,63,502.86,655.17,173.24,0.33,0.12
7812,2021-08-07,South,Phone,Basic,Books,2838.44,75,4361.08,521.75,108.47,0.136,0.094
7813,2020-04-19,North,Mobile App,Premium,Electronics,3170.89,92,1704.17,173.4,16.48,0.351,0.102
7814,2022-10-26,South,Phone,Premium,Electronics,9752.24,33,648.08,415.44,119.08,0.28,0.138
7815,2023-04-25,South,Phone,Premium,Food,7382.32,12,4156.72,985.89,91.79,0.176,0.067
7816,2022-03-09,North,Phone,Basic,Sports,3001.51,73,2732.96,527.86,85.76,0.255,0.094
7817,2023-09-01,Central,In-Store,Basic,Beauty,3336.74,50,4283.02,898.6,68.24,0.175,0.054
7818,2022-05-26,West,Phone,Regular,Sports,9117.93,5,918.86,643.01,13.46,0.204,0.073
7819,2022-12-07,Central,Mobile App,Premium,Beauty,2589.37,51,4953.4,135.15,35.64,0.475,0.075
7820,2021-05-10,East,Mobile App,Basic,Food,1449.69,7,3426.12,455.99,25.87,0.319,0.005
7821,2023-03-13,West,Phone,Basic,Food,5124.64,61,4276.84,543.99,193.33,0.111,0.002
7822,2020-01-07,South,Phone,Basic,Sports,2891.54,86,1243.03,254.81,140.43,0.309,0.054
7823,2022-06-22,South,Mobile App,Regular,Home,5543.09,88,4385.78,799.78,119.61,0.314,0.074
7824,2022-04-25,West,Phone,Premium,Toys,9155.6,77,4449.43,676.64,13.97,0.376,0.149
7825,2023-06-10,West,In-Store,Premium,Clothing,5077.38,76,2623.94,797.85,72.47,0.13,0.057
7826,2023-05-27,South,Phone,Regular,Electronics,5732.56,60,143.39,121.17,169.98,0.107,0.047
7827,2020-11-04,Central,Online,Basic,Food,3498.91,39,945.26,979.22,120.12,0.255,0.082
7828,2021-08-18,West,Phone,Regular,Toys,6146.95,4,3007.74,545.3,45.44,0.394,0.016
7829,2020-03-15,West,Phone,Regular,Electronics,2407.1,100,2377.44,631.9,172.04,0.353,0.115
7830,2020-03-28,South,Online,Basic,Electronics,6801.55,55,2782.49,56.91,189.25,0.427,0.107
7831,2022-02-10,South,In-Store,Regular,Toys,2506.02,57,1608.11,654.24,165.3,0.286,0.147
7832,2020-05-20,West,Phone,Regular,Home,1389.95,85,2190.77,809.58,62.12,0.473,0.149
7833,2020-03-16,East,Mobile App,Basic,Garden,8198.79,16,1113.47,499.41,108.47,0.202,0.017
7834,2023-10-07,West,Mobile App,Premium,Home,3719.73,14,1848.88,298.55,137.22,0.136,0.027
7835,2020-05-18,South,Phone,Basic,Books,8903.38,30,3961.03,829.58,100.54,0.322,0.13
7836,2022-04-09,North,Mobile App,Basic,Garden,9244.1,9,4889.83,518.18,104.63,0.178,0.004
7837,2023-03-04,West,In-Store,Basic,Toys,871.08,42,1581.43,717.81,119.74,0.454,0.103
7838,2020-06-21,West,Phone,Regular,Automotive,1487.39,76,3006.15,522.74,125.43,0.379,0.031
7839,2020-03-06,South,Mobile App,Regular,Electronics,6964.47,76,2367.33,434.29,17.76,0.271,0.027
7840,2023-01-11,East,In-Store,Basic,Garden,3019.11,89,2740.6,929.58,102.65,0.27,0.013
7841,2023-09-02,Central,In-Store,Premium,Books,8305.32,59,2536.01,130.17,93.77,0.478,0.003
7842,2022-09-29,South,Mobile App,Regular,Home,7786.74,1,2652.99,324.88,173.47,0.304,0.02
7843,2021-08-17,North,In-Store,Regular,Garden,6484.78,81,3255.17,43.06,136.39,0.167,0.058
7844,2020-09-11,West,In-Store,Premium,Books,5421.58,88,1836.33,485.7,160.2,0.467,0.125
7845,2022-06-09,West,Online,Regular,Garden,241.39,9,1462.31,806.87,88.06,0.351,0.065
7846,2021-04-19,West,In-Store,Premium,Food,8946.73,34,4415.17,178.14,156.93,0.343,0.074
7847,2022-04-18,South,Mobile App,Premium,Sports,7490.79,27,3373.78,709.02,51.97,0.236,0.078
7848,2023-10-22,South,Mobile App,Regular,Garden,4390.48,31,1908.54,564.12,72.01,0.121,0.144
7849,2020-01-27,East,Online,Regular,Food,5166.47,25,4900.32,32.46,74.72,0.427,0.027
7850,2022-09-30,North,Online,Regular,Food,6233.28,77,4138.64,140.66,125.81,0.384,0.012
7851,2020-12-25,East,Mobile App,Premium,Food,5168.63,95,4049.33,905.93,59.36,0.184,0.114
7852,2023-07-19,South,In-Store,Basic,Electronics,8037.14,29,3882.54,761.17,159.96,0.255,0.119
7853,2020-02-13,East,Mobile App,Premium,Toys,9270.61,76,826.31,713.63,28.98,0.254,0.077
7854,2021-09-28,North,Mobile App,Regular,Garden,5234.76,89,2303.26,924.81,169.48,0.38,0.093
7855,2023-12-15,South,In-Store,Premium,Garden,7975.74,97,2914.98,995.08,168.87,0.34,0.127
7856,2022-01-25,South,Phone,Premium,Food,1649.05,70,2576.38,946.47,28.94,0.369,0.101
7857,2023-05-29,South,Mobile App,Basic,Books,9902.77,19,173.42,244.59,77.78,0.326,0.12
7858,2020-02-07,Central,Online,Premium,Clothing,4501.2,85,3186.91,486.41,67.46,0.382,0.143
7859,2023-04-15,East,Phone,Premium,Food,5234.64,79,3827.23,502.03,83.08,0.157,0.141
7860,2023-11-30,East,In-Store,Regular,Garden,453.15,46,1862.75,479.92,163.59,0.422,0.074
7861,2020-11-14,South,Online,Regular,Beauty,3265.56,1,4016.82,73.58,32.15,0.479,0.039
7862,2020-08-01,South,Phone,Premium,Beauty,6974.01,80,103.32,212.15,43.29,0.238,0.145
7863,2020-12-03,North,Phone,Basic,Beauty,6269.13,2,839.55,264.48,144.12,0.263,0.128
7864,2021-06-30,South,Phone,Premium,Garden,7041.33,81,4813.47,769.95,109.35,0.308,0.075
7865,2022-05-21,East,Phone,Regular,Home,2764.05,17,4665.55,366.56,96.83,0.455,0.089
7866,2023-05-15,East,Mobile App,Premium,Food,6533.5,55,2688.99,238.62,90.1,0.374,0.11
7867,2022-10-10,West,Online,Regular,Toys,3616.88,87,3100.44,524.27,180.37,0.451,0.054
7868,2020-03-20,North,Mobile App,Premium,Sports,8589.83,20,4976.49,803.88,175.25,0.136,0.148
7869,2020-05-18,North,In-Store,Basic,Beauty,7397.49,42,4923.85,996.93,28.69,0.328,0.077
7870,2023-01-07,East,Online,Premium,Food,7337.82,6,1321.58,818.45,191.8,0.156,0.123
7871,2022-11-24,South,Phone,Regular,Toys,8275.2,63,4695.14,688.11,189.16,0.205,0.12
7872,2022-09-16,South,In-Store,Premium,Garden,9130.94,59,1478.75,907.47,111.06,0.449,0.029
7873,2020-04-20,Central,Online,Regular,Books,6964.85,27,433.45,499.03,32.06,0.319,0.096
7874,2022-09-06,West,Online,Regular,Garden,6329.25,72,437.95,258.02,36.38,0.197,0.083
7875,2022-11-19,East,Phone,Basic,Food,3947.42,53,749.82,204.4,58.64,0.178,0.094
7876,2020-10-04,South,Mobile App,Premium,Automotive,5635.32,26,4006.6,516.98,86.62,0.325,0.112
7877,2020-04-11,North,Mobile App,Basic,Food,5067.78,40,3283.27,605.41,129.28,0.295,0.092
7878,2021-02-03,West,Phone,Regular,Garden,9855.43,26,4700.68,231.51,75.68,0.387,0.093
7879,2022-05-14,North,Online,Premium,Clothing,6612.68,50,2666.28,962.26,75.71,0.472,0.085
7880,2020-01-27,North,Phone,Basic,Clothing,6976.43,74,4509.63,634.4,40.07,0.388,0.067
7881,2020-04-18,West,Phone,Premium,Garden,4437.19,47,4279.11,642.8,62.44,0.129,0.124
7882,2023-10-24,South,Online,Regular,Sports,7582.56,94,1551.03,932.27,191.47,0.411,0.075
7883,2022-08-31,South,Phone,Basic,Sports,5487.96,54,937.26,13.09,152.42,0.354,0.096
7884,2023-02-15,West,Online,Premium,Home,4346.55,7,4546.15,727.81,164.51,0.195,0.016
7885,2022-02-07,East,In-Store,Regular,Sports,2559.44,48,520.16,866.47,138.6,0.23,0.072
7886,2020-12-26,East,Online,Basic,Sports,532.9,2,4076.95,759.33,191.9,0.134,0.079
7887,2021-05-29,Central,Phone,Premium,Clothing,8821.29,66,4834.5,37.85,55.73,0.26,0.121
7888,2022-01-06,Central,Mobile App,Regular,Beauty,7400.1,47,2545.54,388.52,5.89,0.207,0.102
7889,2020-12-20,East,Phone,Basic,Books,1564.82,49,2444.97,254.29,92.86,0.297,0.108
7890,2022-11-30,North,In-Store,Regular,Garden,4107.64,42,4167.67,616.27,164.54,0.41,0.102
7891,2021-11-12,East,Mobile App,Regular,Clothing,2752.63,2,2349.34,949.55,105.29,0.344,0.051
7892,2020-06-10,South,Online,Regular,Electronics,1391.24,29,2851.46,931.41,104.2,0.301,0.069
7893,2020-03-29,West,Online,Regular,Home,6167.66,53,4812.3,168.98,138.75,0.212,0.063
7894,2023-07-29,North,In-Store,Regular,Books,9899.55,62,377.97,116.31,108.86,0.328,0.117
7895,2023-10-10,North,Phone,Premium,Garden,7717.19,15,2925.54,633.12,37.97,0.161,0.008
7896,2023-06-23,North,In-Store,Regular,Books,461.75,51,1054.58,907.11,27.21,0.251,0.112
7897,2023-06-22,Central,In-Store,Premium,Garden,4454.88,90,4219.51,607.08,129.36,0.258,0.045
7898,2020-10-02,South,Online,Basic,Beauty,8419.89,97,333.38,939.92,113.69,0.289,0.043
7899,2020-08-14,Central,Online,Premium,Food,2097.28,42,3556.75,864.76,21.84,0.143,0.05
7900,2023-10-29,South,Online,Regular,Books,6346.68,67,4489.17,851.25,99.1,0.137,0.119
7901,2023-05-01,South,Mobile App,Regular,Sports,7414.31,53,2108.22,421.55,44.73,0.274,0.142
7902,2020-11-01,South,Phone,Regular,Automotive,9484.23,81,3184.56,351.02,192.35,0.125,0.126
7903,2020-04-18,South,Mobile App,Regular,Clothing,1316.09,73,4153.32,187.37,185.43,0.35,0.119
7904,2023-03-16,South,Online,Basic,Automotive,6946.97,47,1768.52,836.53,145.19,0.301,0.049
7905,2022-01-26,Central,Online,Regular,Electronics,6539.3,46,2350.75,722.53,119.82,0.479,0.012
